VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5UXTA6C00N,Walla Walla,Walla Walla,WA,99362.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,16.0,204897983,POINT (-118.34261 46.07068),PACIFICORP,53071920200.0
KNDRMDLH3N,Snohomish,Lynnwood,WA,98037.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,21.0,207302462,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0
1G1FX6S08H,Island,Langley,WA,98260.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,10.0,258977946,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900.0
5YJSA1E26G,Kitsap,Poulsbo,WA,98370.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,23.0,175766909,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0
KNDCE3LG4L,Snohomish,Everett,WA,98208.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,44.0,167139570,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605.0
5UXTS1C06M,King,Kirkland,WA,98034.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,0.0,45.0,167046911,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
5YJ3E1EB3J,Island,Greenbank,WA,98253.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,10.0,127230512,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302.0
5YJ3E1EBXJ,Kitsap,Bremerton,WA,98337.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,26.0,253971161,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081400.0
5YJ3E1EB0K,Snohomish,Lynnwood,WA,98037.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,21.0,193864884,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0
5YJSA1S28F,Skagit,Mount Vernon,WA,98273.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,10.0,132635814,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952100.0
1C4JJXP64N,Snohomish,Lynnwood,WA,98037.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,32.0,219028162,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802.0
1N4AZ1CP4K,Snohomish,Bothell,WA,98012.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,1.0,319370663,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933.0
1N4BZ1CP8K,Snohomish,Bothell,WA,98021.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,1.0,111723769,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918.0
1C4RJXN67R,Whitman,Pullman,WA,99163.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,9.0,272764719,POINT (-117.18147 46.73015),AVISTA CORP,53075000201.0
5YJ3E1EA3J,Yakima,Yakima,WA,98902.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,14.0,476029207,POINT (-120.52401 46.59739),PACIFICORP,53077000600.0
5UXTA6C04M,Snohomish,Arlington,WA,98223.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,39.0,123205414,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053507.0
WBA8E1C54J,Kitsap,Poulsbo,WA,98370.0,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,45600.0,23.0,236614290,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502.0
1N4BZ1CP1K,Snohomish,Bothell,WA,98012.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,44.0,107577585,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052006.0
JN1AZ0CP1C,Thurston,Yelm,WA,98597.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,20.0,242633380,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510.0
5YJSA1H17F,Stevens,Addy,WA,99101.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,7.0,7455556,POINT (-117.8379 48.35609),AVISTA CORP,53065950800.0
1N4AZ1CP3J,Island,Oak Harbor,WA,98277.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,10.0,442670168,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970401.0
YV4BR0CK6M,Thurston,Olympia,WA,98501.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,22.0,131651201,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010100.0
5YJSA1E10G,Snohomish,Lynnwood,WA,98037.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,21.0,203962132,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0
1N4AZ1CP7J,Snohomish,Edmonds,WA,98026.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,21.0,238364535,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0
1G1FW6S03J,Snohomish,Bothell,WA,98012.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,1.0,258435964,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935.0
1C4RJXP69R,Yakima,Wapato,WA,98951.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,15.0,268639535,POINT (-120.42083 46.44779),PACIFICORP,53077940008.0
KNDCC3LD6J,Island,Clinton,WA,98236.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,10.0,162904332,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972000.0
5UXTA6C08P,Snohomish,Bothell,WA,98021.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,1.0,219426231,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938.0
5YJ3E1EA8L,Island,Greenbank,WA,98253.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,10.0,107513087,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302.0
5YJXCBE43L,King,Redmond,WA,98053.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,45.0,148049149,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
KNDCE3LG1K,Snohomish,Bothell,WA,98021.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,1.0,242231356,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926.0
5YJ3E1EB3K,Snohomish,Lynnwood,WA,98037.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,32.0,230105571,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802.0
KNDCC3LD4K,Stevens,Kettle Falls,WA,99141.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,7.0,102027383,POINT (-118.06211 48.61053),AVISTA CORP,53065950102.0
1N4AZ0CP0F,Snohomish,Mukilteo,WA,98275.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,21.0,2363700,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301.0
WVWPP7AU4F,Walla Walla,Walla Walla,WA,99362.0,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,16.0,7951639,POINT (-118.34261 46.07068),PACIFICORP,53071920701.0
KNDCE3LG1K,Skagit,Anacortes,WA,98221.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,40.0,283699573,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940700.0
1G1RB6S57J,Island,Oak Harbor,WA,98277.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,10.0,296836746,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300.0
5YJXCBE21G,Skagit,Mount Vernon,WA,98274.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,10.0,475799915,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952700.0
WBAJB1C5XJ,Snohomish,Bothell,WA,98021.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,54950.0,1.0,349881675,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938.0
1N4AZ0CP2D,Island,Coupeville,WA,98239.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,10.0,204897892,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100.0
5YJ3E1EB5L,Walla Walla,Walla Walla,WA,99362.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,16.0,124324735,POINT (-118.34261 46.07068),PACIFICORP,53071920902.0
5YJXCBE2XG,Skagit,Mount Vernon,WA,98273.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,40.0,5373686,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952500.0
5YJYGDEE6L,King,Issaquah,WA,98029.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,5.0,113443144,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
1N4AZ0CP4G,Island,Freeland,WA,98249.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,10.0,210664233,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900.0
1C4RJXN69R,Whitman,Palouse,WA,99161.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,9.0,274127864,POINT (-117.0768 46.91008),AVISTA CORP,53075000700.0
1N4BZ0CP7H,Spokane,Spokane,WA,99207.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,3.0,266034345,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063002600.0
5YJ3E1EB9K,Snohomish,Arlington,WA,98223.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,39.0,198860280,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053507.0
1G1FZ6S07K,Snohomish,Granite Falls,WA,98252.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,39.0,275925485,POINT (-121.96931 48.08157),PUGET SOUND ENERGY INC,53061053604.0
1G1RB6S53J,Whitman,Pullman,WA,99163.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,9.0,203446827,POINT (-117.18147 46.73015),AVISTA CORP,53075000201.0
JM3KKEHA3R,Snohomish,Snohomish,WA,98296.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,1.0,252292092,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052112.0
1C4RJXU62R,Yakima,Yakima,WA,98903.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,14.0,259169536,POINT (-120.4778 46.55351),PACIFICORP,53077002803.0
WVWKP7AU0G,Kitsap,Seabeck,WA,98380.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,35.0,255413875,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301.0
KNDCC3LG2K,Snohomish,Mill Creek,WA,98012.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,44.0,244099110,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004.0
1N4AZ0CP7D,Snohomish,Bothell,WA,98012.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,1.0,229699277,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934.0
5YJ3E1EA7J,Snohomish,Lake Stevens,WA,98258.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,44.0,345398686,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052603.0
3C3CFFGE6G,Yakima,Naches,WA,98937.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,14.0,202801616,POINT (-120.69972 46.7309),PACIFICORP,53077003002.0
WBAJA9C50J,Spokane,Spokane,WA,99203.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,52650.0,6.0,219604577,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004300.0
1N4AZ0CP0G,Skagit,Bow,WA,98232.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,40.0,182238521,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950803.0
5YJ3E1EB9K,Yakima,Selah,WA,98942.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,15.0,170947108,POINT (-120.53145 46.65405),PACIFICORP,53077003200.0
5YJSA1H28F,Chelan,Wenatchee,WA,98801.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,12.0,156915713,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961200.0
5YJ3E1EA3K,Skagit,Mount Vernon,WA,98273.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,40.0,319654919,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952304.0
JN1AZ0CP9C,Yakima,Yakima,WA,98901.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,15.0,314332490,POINT (-120.50729 46.60464),PACIFICORP,53077001601.0
1G1RC6S54K,Yakima,Yakima,WA,98908.0,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,14.0,238802546,POINT (-120.60272 46.59656),PACIFICORP,53077002804.0
JTJCJMGA4R,Yakima,Yakima,WA,98902.0,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,14.0,258090185,POINT (-120.52401 46.59739),PACIFICORP,53077000800.0
WVWKP7AU6G,Yakima,Tieton,WA,98947.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,14.0,477758340,POINT (-120.75541 46.70257),PACIFICORP,53077002900.0
5YJ3E1EA2J,Snohomish,Snohomish,WA,98296.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,44.0,475718834,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121.0
SADHD2S17L,Skagit,Sedro-Woolley,WA,98284.0,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,0.0,39.0,4932784,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951502.0
5YJ3E1EB3K,Snohomish,Marysville,WA,98270.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,44.0,267552890,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711.0
1G1RD6S5XH,Whitman,Pullman,WA,99163.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,9.0,349260173,POINT (-117.18147 46.73015),AVISTA CORP,53075000400.0
KL8CK6S06F,Snohomish,Lynnwood,WA,98087.0,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,0.0,21.0,349051251,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703.0
1C4JJXR64M,Island,Langley,WA,98260.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,10.0,231209506,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000.0
5UXTA6C05N,Snohomish,Lynnwood,WA,98036.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,21.0,269931154,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051927.0
5YJXCDE26L,Walla Walla,Walla Walla,WA,99362.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,0.0,16.0,104180338,POINT (-118.34261 46.07068),PACIFICORP,53071920200.0
JN1AZ0CP4B,Okanogan,Mazama,WA,98833.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,12.0,165683409,POINT (-120.40814 48.5941),"OKANOGAN COUNTY ELEC COOP, INC",53047970900.0
7FCEHEB24R,Skagit,Burlington,WA,98233.0,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,10.0,271988916,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951900.0
JM3KKEHA8S,Thurston,Lacey,WA,98513.0,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,22.0,273167716,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0
JHMZC5F35J,Snohomish,Everett,WA,98203.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,38.0,180431870,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041202.0
5YJXCDE2XJ,Snohomish,Lake Stevens,WA,98258.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,44.0,216685787,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052605.0
1G1FZ6S04L,Thurston,Olympia,WA,98503.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,22.0,148256720,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628.0
1N4AZ0CP9D,Island,Greenbank,WA,98253.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,10.0,141003698,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971301.0
5YJ3E1EB4J,Snohomish,Lynnwood,WA,98037.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,32.0,474450203,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602.0
5YJSA1E20J,Snohomish,Snohomish,WA,98296.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,1.0,230026667,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108.0
1N4AZ1CP7J,Chelan,Peshastin,WA,98847.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,12.0,348418297,POINT (-120.60364 47.56805),PUD NO 1 OF CHELAN COUNTY,53007960501.0
KNDCR3L15R,Thurston,Yelm,WA,98597.0,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,2.0,271492861,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422.0
5UX43EU09S,Walla Walla,Walla Walla Co,WA,99362.0,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,16.0,273991742,POINT (-118.34261 46.07068),PACIFICORP,53071920902.0
KNDPZDDH2S,Kitsap,Bremerton,WA,98311.0,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,23.0,269784441,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600.0
1N4BZ1CP8L,Snohomish,Edmonds,WA,98026.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,32.0,156534913,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900.0
WA1AAAGE4M,Snohomish,Lynnwood,WA,98036.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,0.0,1.0,261916875,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932.0
WBY7Z2C59J,King,Seattle,WA,98115.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,43.0,174416945,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500.0
JN1AZ0CP5B,Kitsap,Bremerton,WA,98310.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,23.0,138722370,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035091900.0
7SAYGDEE1N,Thurston,Olympia,WA,98516.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,261654683,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221.0
5YJ3E1EB4K,King,Bothell,WA,98011.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,1.0,110320647,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.0
5YJXCDE2XH,Thurston,Lacey,WA,98513.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,22.0,272442138,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0
JN1AZ0CP8B,Snohomish,Everett,WA,98208.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,38.0,156224918,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041805.0
WBY1Z4C54E,Snohomish,Edmonds,WA,98026.0,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,0.0,21.0,185826161,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101.0
1FADP3R40H,Whitman,Pullman,WA,99163.0,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100.0,0.0,9.0,339755720,POINT (-117.18147 46.73015),AVISTA CORP,53075000300.0
7SAYGDEE3N,Yakima,Selah,WA,98942.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,273177124,POINT (-120.53145 46.65405),PACIFICORP,53077003400.0
WAUSPBFF7J,Thurston,Lacey,WA,98516.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,22.0,220650146,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221.0
5YJ3E1EA1J,Snohomish,Bothell,WA,98021.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,1.0,3604212,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938.0
WMEEJ9AA9G,Snohomish,Edmonds,WA,98026.0,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68.0,0.0,21.0,103759141,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0
5YJ3E1EB7K,King,Redmond,WA,98053.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,45.0,306803451,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
5YJ3E1EB3K,Snohomish,Granite Falls,WA,98252.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,39.0,478352353,POINT (-121.96931 48.08157),PUGET SOUND ENERGY INC,53061053604.0
